image_name,Latitude,Longitude
LibraryArea_IMG_8164.jpg,31.261958333333332,34.801566666666666
nightWithout26AndLibrary_IMG_7746.jpg,31.261855555555556,34.8035
UnderBuilding26_IMG_2818.jpg,31.262041666666665,34.80217777777777
LibraryArea_IMG_7251.jpg,31.261766666666663,34.80206388888889
NightImagesLibraryArea_IMG_7465 2.jpg,31.261658333333333,34.80173055555555
Building35Randoms_IMG_7646.jpg,31.261994444444444,34.80421111111111
Bulding32Area_IMG_2731.jpg,31.262116666666667,34.80345277777778
Building35First_IMG_2374.jpg,31.261936111111112,34.80431111111111
Building28Area_IMG_7062.jpg,31.2622727,34.8028755
LibraryArea_IMG_2894.jpg,31.26221388888889,34.80203888888889
LibraryArea_IMG_3039.jpg,31.26192222222222,34.80115
Building35Lower_IMG_7626.jpg,31.262047222222225,34.80416388888889
NightImagesLibraryArea_IMG_7496 2.jpg,31.261777777777777,34.80161666666666
nightWithout26AndLibrary_IMG_6942.jpg,31.26203888888889,34.80330555555555
Bulding32Area_IMG_2695.jpg,31.261966666666662,34.80343333333333
Building35First_IMG_2380.jpg,31.26192222222222,34.804291666666664
UnderBuilding26_IMG_7999.jpg,31.261772222222223,34.80222777777777
Building28Area_IMG_7926.jpg,31.261858333333333,34.80273333333333
Building35Upper_IMG_2456.jpg,31.262216666666667,34.804174999999994
LibraryArea_IMG_3037.jpg,31.26192222222222,34.801125
LibraryArea_IMG_7229.jpg,31.26185277777778,34.80209444444444
Building35Randoms_IMG_7658.jpg,31.262102777777777,34.804141666666666
LibraryArea_IMG_2879.jpg,31.262372222222226,34.80213611111111
nightWithout26AndLibrary_IMG_6974.jpg,31.2622,34.802752777777776
LibraryArea_IMG_7313.jpg,31.261969444444443,34.80188888888889
LibraryArea_IMG_8162.jpg,31.26196388888889,34.801491666666664
LibraryArea_IMG_2988.jpg,31.262138888888888,34.80137222222222
Bulding32Area_IMG_7023.jpg,31.26216388888889,34.80348333333333
UnderBuilding26_IMG_8023.jpg,31.261958333333332,34.801975
Building35Upper_IMG_2435.jpg,31.262091666666667,34.803980555555555
LibraryArea_IMG_2935.jpg,31.26203611111111,34.80158333333333
UnderBuilding26_IMG_7179.jpg,31.2622173,34.8022695
LibraryArea_IMG_7270.jpg,31.26189722222222,34.80199444444444
Building35First_IMG_2295.jpg,31.26193888888889,34.804116666666665
nightWithout26AndLibrary_IMG_2535.jpg,31.26217777777778,34.80419166666666
Building35Upper_IMG_2475.jpg,31.262080555555556,34.80437777777777
nightWithout26AndLibrary_IMG_6940.jpg,31.2621,34.803261111111105
Building35First_IMG_2381.jpg,31.26193333333333,34.80428611111111
Bulding32Area_IMG_7880.jpg,31.261861111111113,34.80325
Bulding32Area_IMG_7008.jpg,31.26217777777778,34.80354722222222
Building35Upper_IMG_2437.jpg,31.262119444444444,34.80396944444444
LibraryArea_IMG_2954.jpg,31.262366666666665,34.80119722222222
LibraryArea_IMG_7360.jpg,31.261825,34.80171111111111
LibraryArea_IMG_8128.jpg,31.261875,34.80133333333333
LibraryArea_IMG_7324.jpg,31.26196388888889,34.801827777777774
nightWithout26AndLibrary_IMG_2559.jpg,31.262,34.80436666666667
nightWithout26AndLibrary_IMG_2552.jpg,31.261994444444444,34.80438611111111
UnderBuilding26_IMG_7965.jpg,31.261861111111113,34.802625
nightWithout26AndLibrary_IMG_2598.jpg,31.26198611111111,34.803416666666664
UnderBuilding26_IMG_7186.jpg,31.26208611111111,34.80247222222222
LibraryArea_IMG_8101.jpg,31.26178888888889,34.80166666666666
Building35Upper_IMG_2457.jpg,31.26225833333333,34.80438611111111
LibraryArea_IMG_7267.jpg,31.261872222222223,34.80199722222222
Building35Upper_IMG_2422.jpg,31.261894444444444,34.80400833333333
nightWithout26AndLibrary_IMG_6952.jpg,31.2621826,34.8030433
LibraryArea_IMG_2975.jpg,31.262216666666667,34.80132222222222
nightWithout26AndLibrary_IMG_6896.jpg,31.261816666666668,34.804030555555556
UnderBuilding26_IMG_2824.jpg,31.261983333333333,34.8022
Building35Lower_IMG_7617.jpg,31.26203888888889,34.80421388888889
nightWithout26AndLibrary_IMG_2641.jpg,31.262019444444444,34.802524999999996
NightImagesLibraryArea_IMG_7498 2.jpg,31.261769444444443,34.80161944444444
Building35First_IMG_2372.jpg,31.261936111111112,34.80430555555555
Building35First_IMG_2304.jpg,31.261830555555555,34.80398611111111
LibraryArea_IMG_7319.jpg,31.261966666666662,34.80188888888889
UnderBuilding26_IMG_7156.jpg,31.262113888888887,34.80229444444444
Building35First_IMG_2348.jpg,31.262191666666663,34.80433333333333
LibraryArea_IMG_7350.jpg,31.26184444444445,34.801808333333334
UnderBuilding26_IMG_8016.jpg,31.2618777,34.8021278
LibraryArea_IMG_7372.jpg,31.26191111111111,34.801474999999996
NightImagesLibraryArea_IMG_7541 2.jpg,31.26218888888889,34.80208888888889
Bulding32Area_IMG_7009.jpg,31.26216944444445,34.80356111111111
Building35First_IMG_2393.jpg,31.262027777777774,34.80412777777777
Building28Area_IMG_7949.jpg,31.26185,34.80251944444444
Bulding32Area_IMG_7844.jpg,31.261766666666663,34.803888888888885
