filename,lat,lon,x_meters,y_meters,gps_accuracy_m,source_file
LibraryArea_IMG_8164.jpg,31.261958333333332,34.801566666666666,-116.6445489908778,-1.996476632045031,6.184670850580852,LibraryArea.csv
nightWithout26AndLibrary_IMG_7746.jpg,31.261855555555556,34.8035,67.01440969602778,-13.418376631897772,7.0,nightWithout26AndLibrary.csv
UnderBuilding26_IMG_2818.jpg,31.262041666666665,34.80217777777777,-58.59142986626123,7.264523367867582,7.295872801082544,UnderBuilding26.csv
LibraryArea_IMG_7251.jpg,31.261766666666663,34.80206388888889,-69.4104202481374,-23.296776632357307,4.758666425513956,LibraryArea.csv
NightImagesLibraryArea_IMG_7465 2.jpg,31.261658333333333,34.80173055555555,-101.0757579531487,-35.33607663196733,4.7637458926615555,NightImagesLibraryArea.csv
Building35Randoms_IMG_7646.jpg,31.261994444444444,34.80421111111111,134.56713013235026,2.0166233679565835,11.999382182132708,Building35Randoms.csv
Bulding32Area_IMG_2731.jpg,31.262116666666667,34.80345277777778,62.52848685461389,15.599423368144272,6.787044296354371,Bulding32Area.csv
Building35First_IMG_2374.jpg,31.261936111111112,34.80431111111111,144.06673144405613,-4.4660766318638,3.74242541650523,Building35First.csv
Building28Area_IMG_7062.jpg,31.2622727,34.8028755,7.689399506327985,32.93971976811031,7.0,Building28Area.csv
LibraryArea_IMG_2894.jpg,31.26221388888889,34.80203888888889,-71.78532057606387,26.40392336823973,14.490827809465085,LibraryArea.csv
LibraryArea_IMG_3039.jpg,31.26192222222222,34.80115,-156.2262211216357,-6.009576632046645,3.722836620681792,LibraryArea.csv
Building35Lower_IMG_7626.jpg,31.262047222222225,34.80416388888889,130.08120729093636,7.881923368414505,10.35851276620779,Building35Lower.csv
NightImagesLibraryArea_IMG_7496 2.jpg,31.261777777777777,34.80161666666666,-111.89474833569984,-22.061976632053103,4.736411696679332,NightImagesLibraryArea.csv
nightWithout26AndLibrary_IMG_6942.jpg,31.26203888888889,34.80330555555555,48.542962701494105,6.955823367988941,4.829407326682873,nightWithout26AndLibrary.csv
Bulding32Area_IMG_2695.jpg,31.261966666666662,34.80343333333333,60.68134215489052,-1.0703766324091075,3.274476356712155,Bulding32Area.csv
Building35First_IMG_2380.jpg,31.26192222222222,34.804291666666664,142.21958674433276,-6.009576632046645,5.785927635598398,Building35First.csv
UnderBuilding26_IMG_7999.jpg,31.261772222222223,34.80222777777777,-53.841629210408286,-22.679376631810385,8.402705929168325,UnderBuilding26.csv
Building28Area_IMG_7926.jpg,31.261858333333333,34.80273333333333,-5.81586702502572,-13.10967663201913,12.505952549274664,Building28Area.csv
Building35Upper_IMG_2456.jpg,31.262216666666667,34.804174999999994,131.13671854734258,26.712623368118372,3.5355339055557087,Building35Upper.csv
LibraryArea_IMG_3037.jpg,31.26192222222222,34.801125,-158.60112144956216,-6.009576632046645,3.5355339055557087,LibraryArea.csv
