filename,path,lat,lon,x_meters,y_meters,gps_accuracy_m,source_file,gps_z_score
nightWithout26AndLibrary_IMG_6969.jpg,data/raw_photos/nightWithout26AndLibrary/IMG_6969.HEIC,31.262105555555557,34.80297777777778,8.812700411723151,13.159326923122322,5.192110206637445,nightWithout26AndLibrary.csv,-0.3473317068462515
LibraryArea_IMG_7288.jpg,data/raw_photos/LibraryArea/IMG_7288.HEIC,31.261983333333333,34.80200277777777,-83.80840173075327,-0.4234730770653669,4.739141064297939,LibraryArea.csv,-0.1615393769255438
LibraryArea_IMG_8193.jpg,data/raw_photos/LibraryArea/IMG_8193.HEIC,31.261972222222223,34.80123611111111,-156.63867008152533,-1.6582730769747511,4.459273298816568,LibraryArea.csv,-0.2503711422685871
UnderBuilding26_IMG_7975.jpg,data/raw_photos/UnderBuilding26/IMG_7975.HEIC,31.261813888888888,34.802502777777775,-36.3104006320128,-19.254173077164054,6.076036193812025,UnderBuilding26.csv,-0.9028568297520974
Building28Area_IMG_7068.jpg,data/raw_photos/Building28Area/IMG_7068.HEIC,31.262091666666667,34.802994444444444,10.3959671150595,11.615826922939476,8.505886654478976,Building28Area.csv,-0.2499567195282437
LibraryArea_IMG_2961.jpg,data/raw_photos/LibraryArea/IMG_2961.HEIC,31.262355555555555,34.80099444444444,-179.5960372792274,40.94232692286016,3.6031387935262384,LibraryArea.csv,-0.5221135465616443
UnderBuilding26_IMG_7192.jpg,data/raw_photos/UnderBuilding26/IMG_7192.HEIC,31.26200555555555,34.80218055555555,-66.92022356228222,2.0461269223585816,5.11733343561812,UnderBuilding26.csv,-0.9921671247122872
Building28Area_IMG_2782.jpg,data/raw_photos/Building28Area/IMG_2782.HEIC,31.26200555555555,34.802641666666666,-23.116511437768224,2.0461269223585816,9.01316033364226,Building28Area.csv,-0.1634540371612458
UnderBuilding26_IMG_8023.jpg,data/raw_photos/UnderBuilding26/IMG_8023.HEIC,31.261958333333332,34.801975,-86.44717956919719,-3.201773077157597,13.232710460412251,UnderBuilding26.csv,-0.2361593740274611
UnderBuilding26_IMG_7148.jpg,data/raw_photos/UnderBuilding26/IMG_7148.HEIC,31.26214722222222,34.80271944444444,-15.72793348931526,17.78982692288122,7.763363415480736,UnderBuilding26.csv,-0.7456697448359286
