filename,path,datetime,lat,lon,gps_accuracy_m
IMG_2271.HEIC,data/raw_photos/Building35First/IMG_2271.HEIC,2025:12:24 13:35:16,31.261802777777778,34.80423333333333,12.109097098119308
IMG_2272.HEIC,data/raw_photos/Building35First/IMG_2272.HEIC,2025:12:24 13:36:43,31.261872222222223,34.80424444444444,10.272568647258701
IMG_2273.HEIC,data/raw_photos/Building35First/IMG_2273.HEIC,2025:12:24 13:36:53,31.261880555555557,34.804249999999996,9.873658757745202
IMG_2274.HEIC,data/raw_photos/Building35First/IMG_2274.HEIC,2025:12:24 13:36:56,31.26188611111111,34.804249999999996,11.294882434301522
IMG_2275.HEIC,data/raw_photos/Building35First/IMG_2275.HEIC,2025:12:24 13:37:02,31.261872222222223,34.804249999999996,7.394778426657506
IMG_2276.HEIC,data/raw_photos/Building35First/IMG_2276.HEIC,2025:12:24 13:37:09,31.26185277777778,34.804252777777776,5.1913587604290825
IMG_2277.HEIC,data/raw_photos/Building35First/IMG_2277.HEIC,2025:12:24 13:37:11,31.26185277777778,34.804252777777776,4.7337823834196895
IMG_2278.HEIC,data/raw_photos/Building35First/IMG_2278.HEIC,2025:12:24 13:37:14,31.261847222222222,34.804252777777776,4.733773500447628
IMG_2279.HEIC,data/raw_photos/Building35First/IMG_2279.HEIC,2025:12:24 13:37:40,31.261855555555556,34.80424166666666,4.733768838461979
IMG_2280.HEIC,data/raw_photos/Building35First/IMG_2280.HEIC,2025:12:24 13:37:53,31.261858333333333,34.80421944444444,3.500239148630874
IMG_2281.HEIC,data/raw_photos/Building35First/IMG_2281.HEIC,2025:12:24 13:37:57,31.261858333333333,34.80421944444444,4.734215149323138
IMG_2282.HEIC,data/raw_photos/Building35First/IMG_2282.HEIC,2025:12:24 13:38:25,31.261861111111113,34.80408055555555,4.008732801407301
IMG_2283.HEIC,data/raw_photos/Building35First/IMG_2283.HEIC,2025:12:24 13:38:26,31.261855555555556,34.80414444444444,11.296725440806044
IMG_2284.HEIC,data/raw_photos/Building35First/IMG_2284.HEIC,2025:12:24 13:38:28,31.26185277777778,34.80414444444444,11.296598451327434
IMG_2286.HEIC,data/raw_photos/Building35First/IMG_2286.HEIC,2025:12:24 13:38:34,31.26183888888889,34.804069444444444,5.272449401073937
IMG_2287.HEIC,data/raw_photos/Building35First/IMG_2287.HEIC,2025:12:24 13:38:37,31.26183888888889,34.804069444444444,5.272449401073937
IMG_2288.HEIC,data/raw_photos/Building35First/IMG_2288.HEIC,2025:12:24 13:38:38,31.26183888888889,34.804069444444444,5.272449401073937
IMG_2289.HEIC,data/raw_photos/Building35First/IMG_2289.HEIC,2025:12:24 13:38:40,31.261836111111112,34.804069444444444,5.282219759341356
IMG_2290.HEIC,data/raw_photos/Building35First/IMG_2290.HEIC,2025:12:24 13:38:42,31.261836111111112,34.804069444444444,9.147896253602305
IMG_2291.HEIC,data/raw_photos/Building35First/IMG_2291.HEIC,2025:12:24 13:38:43,31.261836111111112,34.804069444444444,9.147896253602305
IMG_2292.HEIC,data/raw_photos/Building35First/IMG_2292.HEIC,2025:12:24 13:38:45,31.261833333333332,34.8041,10.009642910953744
IMG_2293.HEIC,data/raw_photos/Building35First/IMG_2293.HEIC,2025:12:24 13:38:47,31.261833333333332,34.8041,10.009642910953744
IMG_2294.HEIC,data/raw_photos/Building35First/IMG_2294.HEIC,2025:12:24 13:38:52,31.261830555555555,34.804138888888886,13.521601557746136
IMG_2295.HEIC,data/raw_photos/Building35First/IMG_2295.HEIC,2025:12:24 13:41:15,31.26193888888889,34.804116666666665,6.636149764741216
IMG_2296.HEIC,data/raw_photos/Building35First/IMG_2296.HEIC,2025:12:24 13:41:40,31.26188611111111,34.80398611111111,4.577979981801638
IMG_2297.HEIC,data/raw_photos/Building35First/IMG_2297.HEIC,2025:12:24 13:41:44,31.261877777777777,34.803974999999994,3.4912545714740024
IMG_2298.HEIC,data/raw_photos/Building35First/IMG_2298.HEIC,2025:12:24 13:41:51,31.261908333333334,34.80396388888889,12.15604616156548
IMG_2299.HEIC,data/raw_photos/Building35First/IMG_2299.HEIC,2025:12:24 13:41:58,31.261905555555554,34.803980555555555,9.332265615375139
IMG_2300.HEIC,data/raw_photos/Building35First/IMG_2300.HEIC,2025:12:24 13:42:02,31.26188888888889,34.80399444444444,11.480950457727518
IMG_2301.HEIC,data/raw_photos/Building35First/IMG_2301.HEIC,2025:12:24 13:42:14,31.26183888888889,34.80398611111111,9.635786298324998
IMG_2302.HEIC,data/raw_photos/Building35First/IMG_2302.HEIC,2025:12:24 13:42:16,31.26183888888889,34.80398611111111,9.443258641949063
IMG_2303.HEIC,data/raw_photos/Building35First/IMG_2303.HEIC,2025:12:24 13:42:18,31.26182777777778,34.80398611111111,7.652646502835538
IMG_2304.HEIC,data/raw_photos/Building35First/IMG_2304.HEIC,2025:12:24 13:42:20,31.261830555555555,34.80398611111111,7.635716135716136
IMG_2305.HEIC,data/raw_photos/Building35First/IMG_2305.HEIC,2025:12:24 13:42:22,31.261830555555555,34.803977777777774,7.620208333333333
IMG_2306.HEIC,data/raw_photos/Building35First/IMG_2306.HEIC,2025:12:24 13:42:24,31.261830555555555,34.80396944444444,6.58485073702465
IMG_2307.HEIC,data/raw_photos/Building35First/IMG_2307.HEIC,2025:12:24 13:43:01,31.261980555555557,34.80390833333333,5.268835019183816
IMG_2308.HEIC,data/raw_photos/Building35First/IMG_2308.HEIC,2025:12:24 13:43:03,31.262,34.80393333333333,7.6317120032359185
IMG_2309.HEIC,data/raw_photos/Building35First/IMG_2309.HEIC,2025:12:24 13:43:05,31.261997222222224,34.803955555555554,6.982787131689717
IMG_2310.HEIC,data/raw_photos/Building35First/IMG_2310.HEIC,2025:12:24 13:43:06,31.26201111111111,34.80394722222222,7.9275155601659755
IMG_2311.HEIC,data/raw_photos/Building35First/IMG_2311.HEIC,2025:12:24 13:43:08,31.262016666666668,34.803955555555554,8.18559275735581
IMG_2312.HEIC,data/raw_photos/Building35First/IMG_2312.HEIC,2025:12:24 13:43:10,31.262016666666668,34.803958333333334,7.6869292237442925
IMG_2313.HEIC,data/raw_photos/Building35First/IMG_2313.HEIC,2025:12:24 13:43:11,31.262019444444444,34.80396944444444,6.722154222766218
IMG_2314.HEIC,data/raw_photos/Building35First/IMG_2314.HEIC,2025:12:24 13:43:13,31.26202222222222,34.80396944444444,4.817795645907609
IMG_2315.HEIC,data/raw_photos/Building35First/IMG_2315.HEIC,2025:12:24 13:43:15,31.26202222222222,34.803974999999994,3.5450776019476566
IMG_2316.HEIC,data/raw_photos/Building35First/IMG_2316.HEIC,2025:12:24 13:43:17,31.26201111111111,34.80396944444444,4.177032246864285
IMG_2317.HEIC,data/raw_photos/Building35First/IMG_2317.HEIC,2025:12:24 13:43:19,31.26193888888889,34.803955555555554,10.020145131593198
IMG_2318.HEIC,data/raw_photos/Building35First/IMG_2318.HEIC,2025:12:24 13:43:25,31.261936111111112,34.803955555555554,7.804240565408721
IMG_2319.HEIC,data/raw_photos/Building35First/IMG_2319.HEIC,2025:12:24 13:43:27,31.261919444444445,34.80393333333333,28.516373664253706
IMG_2320.HEIC,data/raw_photos/Building35First/IMG_2320.HEIC,2025:12:24 13:43:58,31.262172222222222,34.803925,9.15107036401409
IMG_2321.HEIC,data/raw_photos/Building35First/IMG_2321.HEIC,2025:12:24 13:43:59,31.26217777777778,34.80392777777777,8.85076393372068
IMG_2322.HEIC,data/raw_photos/Building35First/IMG_2322.HEIC,2025:12:24 13:44:02,31.26217777777778,34.80392777777777,8.656973041817023
IMG_2323.HEIC,data/raw_photos/Building35First/IMG_2323.HEIC,2025:12:24 13:44:09,31.26217777777778,34.80392777777777,7.632918461783948
IMG_2324.HEIC,data/raw_photos/Building35First/IMG_2324.HEIC,2025:12:24 13:44:11,31.26217777777778,34.80392777777777,7.571443395247484
IMG_2325.HEIC,data/raw_photos/Building35First/IMG_2325.HEIC,2025:12:24 13:44:14,31.262169444444446,34.80393333333333,14.0
IMG_2326.HEIC,data/raw_photos/Building35First/IMG_2326.HEIC,2025:12:24 13:44:15,31.26217777777778,34.803936111111106,14.0
IMG_2327.HEIC,data/raw_photos/Building35First/IMG_2327.HEIC,2025:12:24 13:44:17,31.262183333333333,34.803936111111106,14.0
IMG_2328.HEIC,data/raw_photos/Building35First/IMG_2328.HEIC,2025:12:24 13:44:19,31.26218888888889,34.803936111111106,14.0
IMG_2329.HEIC,data/raw_photos/Building35First/IMG_2329.HEIC,2025:12:24 13:44:22,31.262194444444443,34.80393888888889,14.0
IMG_2330.HEIC,data/raw_photos/Building35First/IMG_2330.HEIC,2025:12:24 13:44:25,31.262194444444443,34.80394444444444,4.748651529343367
IMG_2331.HEIC,data/raw_photos/Building35First/IMG_2331.HEIC,2025:12:24 13:44:28,31.262194444444443,34.80394444444444,4.748651529343367
IMG_2332.HEIC,data/raw_photos/Building35First/IMG_2332.HEIC,2025:12:24 13:44:48,31.262216666666667,34.804111111111105,4.748651529343367
IMG_2333.HEIC,data/raw_photos/Building35First/IMG_2333.HEIC,2025:12:24 13:44:52,31.262216666666667,34.804111111111105,4.748651529343367
IMG_2334.HEIC,data/raw_photos/Building35First/IMG_2334.HEIC,2025:12:24 13:45:11,31.262208333333334,34.80410277777777,14.0
IMG_2335.HEIC,data/raw_photos/Building35First/IMG_2335.HEIC,2025:12:24 13:45:26,31.262208333333334,34.80410277777777,4.748651529343367
IMG_2336.HEIC,data/raw_photos/Building35First/IMG_2336.HEIC,2025:12:24 13:45:29,31.262208333333334,34.80410277777777,4.748651529343367
IMG_2337.HEIC,data/raw_photos/Building35First/IMG_2337.HEIC,2025:12:24 13:45:31,31.262205555555557,34.80410277777777,4.748651529343367
IMG_2338.HEIC,data/raw_photos/Building35First/IMG_2338.HEIC,2025:12:24 13:45:35,31.262202777777777,34.80410277777777,3.3790303461356093
IMG_2339.HEIC,data/raw_photos/Building35First/IMG_2339.HEIC,2025:12:24 13:45:39,31.2622,34.80411944444444,4.733774859571884
IMG_2340.HEIC,data/raw_photos/Building35First/IMG_2340.HEIC,2025:12:24 13:45:42,31.262205555555557,34.80410833333333,4.460925506250457
IMG_2341.HEIC,data/raw_photos/Building35First/IMG_2341.HEIC,2025:12:24 13:45:45,31.262208333333334,34.80410277777777,5.159839543315591
IMG_2342.HEIC,data/raw_photos/Building35First/IMG_2342.HEIC,2025:12:24 13:45:49,31.26222222222222,34.80408611111111,12.088220488295997
IMG_2343.HEIC,data/raw_photos/Building35First/IMG_2343.HEIC,2025:12:24 13:46:19,31.262158333333332,34.80433333333333,7.060716977069652
IMG_2344.HEIC,data/raw_photos/Building35First/IMG_2344.HEIC,2025:12:24 13:46:21,31.262155555555555,34.804336111111105,6.909063595393089
IMG_2345.HEIC,data/raw_photos/Building35First/IMG_2345.HEIC,2025:12:24 13:46:24,31.2622,34.804336111111105,3.5355339055557087
IMG_2346.HEIC,data/raw_photos/Building35First/IMG_2346.HEIC,2025:12:24 13:46:27,31.2622,34.804336111111105,3.5355339055557087
IMG_2347.HEIC,data/raw_photos/Building35First/IMG_2347.HEIC,2025:12:24 13:46:29,31.262194444444443,34.80433333333333,3.5355339055557087
IMG_2348.HEIC,data/raw_photos/Building35First/IMG_2348.HEIC,2025:12:24 13:46:32,31.262191666666666,34.80433333333333,3.5355339055557087
