filename,path,datetime,lat,lon,gps_accuracy_m
IMG_3060.HEIC,data/raw_photos/TestPhotos/IMG_3060.HEIC,2026:01:01 13:23:38,31.262138888888888,34.80441944444444,14.0
IMG_3061.HEIC,data/raw_photos/TestPhotos/IMG_3061.HEIC,2026:01:01 13:23:41,31.262158333333332,34.804427777777775,4.325896615591851
IMG_3062.HEIC,data/raw_photos/TestPhotos/IMG_3062.HEIC,2026:01:01 13:24:02,31.262225,34.804363888888886,3.5355339055557087
IMG_3063.HEIC,data/raw_photos/TestPhotos/IMG_3063.HEIC,2026:01:01 13:24:04,31.262225,34.80436666666667,3.5355339055557087
IMG_3064.HEIC,data/raw_photos/TestPhotos/IMG_3064.HEIC,2026:01:01 13:24:05,31.262225,34.80436666666667,3.5355339055557087
IMG_3065.HEIC,data/raw_photos/TestPhotos/IMG_3065.HEIC,2026:01:01 13:24:07,31.262225,34.80437222222222,3.5355339055557087
IMG_3066.HEIC,data/raw_photos/TestPhotos/IMG_3066.HEIC,2026:01:01 13:24:08,31.262225,34.80437222222222,3.5355339055557087
IMG_3067.HEIC,data/raw_photos/TestPhotos/IMG_3067.HEIC,2026:01:01 13:24:10,31.262227777777778,34.80437222222222,3.5355339055557087
IMG_3068.HEIC,data/raw_photos/TestPhotos/IMG_3068.HEIC,2026:01:01 13:24:11,31.262230555555554,34.80437222222222,4.748651529343367
IMG_3069.HEIC,data/raw_photos/TestPhotos/IMG_3069.HEIC,2026:01:01 13:24:12,31.262230555555554,34.804375,4.748651529343367
IMG_3070.HEIC,data/raw_photos/TestPhotos/IMG_3070.HEIC,2026:01:01 13:24:20,31.262169444444446,34.804383333333334,4.748651529343367
IMG_3071.HEIC,data/raw_photos/TestPhotos/IMG_3071.HEIC,2026:01:01 13:24:21,31.262161111111112,34.804383333333334,4.748651529343367
IMG_3072.HEIC,data/raw_photos/TestPhotos/IMG_3072.HEIC,2026:01:01 13:24:22,31.26216388888889,34.804383333333334,3.5355339055557087
IMG_3073.HEIC,data/raw_photos/TestPhotos/IMG_3073.HEIC,2026:01:01 13:24:24,31.262158333333332,34.80438611111111,4.748651529343367
IMG_3074.HEIC,data/raw_photos/TestPhotos/IMG_3074.HEIC,2026:01:01 13:24:26,31.262155555555555,34.80438611111111,4.748651529343367
IMG_3075.HEIC,data/raw_photos/TestPhotos/IMG_3075.HEIC,2026:01:01 13:24:28,31.26215,34.80439444444444,4.748651529343367
IMG_3076.HEIC,data/raw_photos/TestPhotos/IMG_3076.HEIC,2026:01:01 13:24:29,31.26215,34.80439722222222,4.748651529343367
IMG_3077.HEIC,data/raw_photos/TestPhotos/IMG_3077.HEIC,2026:01:01 13:24:39,31.26203888888889,34.804405555555554,10.34728156770296
IMG_3078.HEIC,data/raw_photos/TestPhotos/IMG_3078.HEIC,2026:01:01 13:24:41,31.262041666666665,34.80441666666666,10.111715187653456
IMG_3079.HEIC,data/raw_photos/TestPhotos/IMG_3079.HEIC,2026:01:01 13:24:42,31.262041666666665,34.804405555555554,9.695022695257475
IMG_3080.HEIC,data/raw_photos/TestPhotos/IMG_3080.HEIC,2026:01:01 13:24:44,31.262041666666665,34.80439444444444,9.31191410944636
IMG_3081.HEIC,data/raw_photos/TestPhotos/IMG_3081.HEIC,2026:01:01 13:24:45,31.26203888888889,34.80439444444444,9.116972556041459
IMG_3082.HEIC,data/raw_photos/TestPhotos/IMG_3082.HEIC,2026:01:01 13:24:47,31.262041666666665,34.804383333333334,8.59839015151515
IMG_3083.HEIC,data/raw_photos/TestPhotos/IMG_3083.HEIC,2026:01:01 13:24:48,31.262041666666665,34.804383333333334,8.90627452120085
IMG_3084.HEIC,data/raw_photos/TestPhotos/IMG_3084.HEIC,2026:01:01 13:24:49,31.262044444444445,34.80438611111111,9.27885032537961
IMG_3085.HEIC,data/raw_photos/TestPhotos/IMG_3085.HEIC,2026:01:01 13:24:59,31.261991666666667,34.804336111111105,9.382045941165519
IMG_3086.HEIC,data/raw_photos/TestPhotos/IMG_3086.HEIC,2026:01:01 13:25:00,31.262,34.804341666666666,9.02985445950989
IMG_3087.HEIC,data/raw_photos/TestPhotos/IMG_3087.HEIC,2026:01:01 13:25:02,31.262008333333334,34.804341666666666,8.83753319563293
IMG_3088.HEIC,data/raw_photos/TestPhotos/IMG_3088.HEIC,2026:01:01 13:25:04,31.262019444444444,34.804336111111105,8.76158104302224
IMG_3089.HEIC,data/raw_photos/TestPhotos/IMG_3089.HEIC,2026:01:01 13:25:05,31.262019444444444,34.80433333333333,8.818865071600106
IMG_3090.HEIC,data/raw_photos/TestPhotos/IMG_3090.HEIC,2026:01:01 13:25:07,31.262019444444444,34.804336111111105,8.840636427792392
IMG_3091.HEIC,data/raw_photos/TestPhotos/IMG_3091.HEIC,2026:01:01 13:25:09,31.262019444444444,34.804341666666666,8.84780415629834
IMG_3092.HEIC,data/raw_photos/TestPhotos/IMG_3092.HEIC,2026:01:01 13:25:11,31.262030555555555,34.804341666666666,8.847205012921727
IMG_3093.HEIC,data/raw_photos/TestPhotos/IMG_3093.HEIC,2026:01:01 13:25:14,31.262027777777778,34.804336111111105,8.854719321409995
IMG_3094.HEIC,data/raw_photos/TestPhotos/IMG_3094.HEIC,2026:01:01 13:25:15,31.262025,34.80432777777777,8.707246113283025
IMG_3095.HEIC,data/raw_photos/TestPhotos/IMG_3095.HEIC,2026:01:01 13:25:16,31.262027777777778,34.804325,8.927062836153745
IMG_3096.HEIC,data/raw_photos/TestPhotos/IMG_3096.HEIC,2026:01:01 13:25:24,31.261972222222223,34.80430555555555,10.910490212481179
IMG_3097.HEIC,data/raw_photos/TestPhotos/IMG_3097.HEIC,2026:01:01 13:25:26,31.261969444444443,34.804313888888885,10.55160382667417
IMG_3098.HEIC,data/raw_photos/TestPhotos/IMG_3098.HEIC,2026:01:01 13:25:28,31.261969444444443,34.804313888888885,10.765508127395268
IMG_3099.HEIC,data/raw_photos/TestPhotos/IMG_3099.HEIC,2026:01:01 13:25:42,31.261855555555556,34.80430277777778,8.529577748664718
IMG_3100.HEIC,data/raw_photos/TestPhotos/IMG_3100.HEIC,2026:01:01 13:25:44,31.261858333333333,34.80430555555555,8.232697005337917
IMG_3101.HEIC,data/raw_photos/TestPhotos/IMG_3101.HEIC,2026:01:01 13:25:47,31.261855555555556,34.80431111111111,7.6076559293298835
IMG_3102.HEIC,data/raw_photos/TestPhotos/IMG_3102.HEIC,2026:01:01 13:25:48,31.261855555555556,34.80431111111111,7.287063151440834
