filename,path,datetime,lat,lon,gps_accuracy_m
IMG_2809.HEIC,data/raw_photos/UnderBuilding26/IMG_2809.HEIC,2025:12:27 10:53:07,31.262066666666666,34.80251388888889,15.804304102976669
IMG_2810.HEIC,data/raw_photos/UnderBuilding26/IMG_2810.HEIC,2025:12:27 10:53:10,31.262066666666666,34.80251388888889,15.804304102976669
IMG_2811.HEIC,data/raw_photos/UnderBuilding26/IMG_2811.HEIC,2025:12:27 10:53:14,31.262066666666666,34.80251944444444,15.44868008122577
IMG_2812.HEIC,data/raw_photos/UnderBuilding26/IMG_2812.HEIC,2025:12:27 10:53:17,31.262055555555555,34.80248333333333,19.603609739485783
IMG_2813.HEIC,data/raw_photos/UnderBuilding26/IMG_2813.HEIC,2025:12:27 10:53:20,31.262069444444446,34.802413888888886,18.009498036718668
IMG_2814.HEIC,data/raw_photos/UnderBuilding26/IMG_2814.HEIC,2025:12:27 10:53:22,31.262066666666666,34.80231388888889,12.421630615640598
IMG_2815.HEIC,data/raw_photos/UnderBuilding26/IMG_2815.HEIC,2025:12:27 10:53:24,31.262091666666667,34.80226944444444,9.498651887357699
IMG_2816.HEIC,data/raw_photos/UnderBuilding26/IMG_2816.HEIC,2025:12:27 10:53:30,31.262161111111112,34.80222777777777,8.51354536324071
IMG_2817.HEIC,data/raw_photos/UnderBuilding26/IMG_2817.HEIC,2025:12:27 10:53:34,31.26214722222222,34.80223055555555,5.800076709176335
IMG_2818.HEIC,data/raw_photos/UnderBuilding26/IMG_2818.HEIC,2025:12:27 10:53:46,31.262041666666665,34.80217777777777,7.2958728010825435
IMG_2819.HEIC,data/raw_photos/UnderBuilding26/IMG_2819.HEIC,2025:12:27 10:53:48,31.262019444444444,34.802099999999996,37.929496006609746
IMG_2820.HEIC,data/raw_photos/UnderBuilding26/IMG_2820.HEIC,2025:12:27 10:53:55,31.261941666666665,34.802055555555555,14.283650863978734
IMG_2821.HEIC,data/raw_photos/UnderBuilding26/IMG_2821.HEIC,2025:12:27 10:53:59,31.261977777777776,34.80208611111111,11.892798541476754
IMG_2822.HEIC,data/raw_photos/UnderBuilding26/IMG_2822.HEIC,2025:12:27 10:54:07,31.262030555555555,34.80223888888889,39.15982503364737
IMG_2823.HEIC,data/raw_photos/UnderBuilding26/IMG_2823.HEIC,2025:12:27 10:55:01,31.262,34.802233333333334,4.964355395467507
IMG_2824.HEIC,data/raw_photos/UnderBuilding26/IMG_2824.HEIC,2025:12:27 10:55:06,31.261983333333333,34.8022,5.817907327836489
IMG_2825.HEIC,data/raw_photos/UnderBuilding26/IMG_2825.HEIC,2025:12:27 10:55:11,31.261975,34.802175,7.328271323715515
IMG_2826.HEIC,data/raw_photos/UnderBuilding26/IMG_2826.HEIC,2025:12:27 10:55:14,31.261975,34.802166666666665,6.717321688500728
